steps,click_accuracy
2000,0.1338302
4000,0.856738
6000,0.9595854
8000,0.9820261
10000,0.9779007
12000,0.987675
14000,0.9875433
16000,0.9919816
18000,0.9945034
20000,0.9972304
22000,0.9958925
24000,0.9965361
26000,0.9986528
28000,0.9938174
30000,0.9945617
32000,0.9972564
34000,0.997916
36000,0.9959748
38000,0.9972619
40000,0.9972563
42000,0.9993225
44000,0.9986112
46000,0.9986197
48000,0.997239
50000,0.9945583
52000,0.9979244
54000,0.9986365
56000,1
58000,0.9986282
60000,0.9979422
62000,0.9979498
64000,0.997924
66000,0.9986367
68000,0.9993306
70000,0.9993055
72000,0.9986282
74000,0.9993055
76000,0.9986613
78000,0.9986613
80000,0.9993055
82000,0.9993225
84000,0.9993225
86000,0.9986197
88000,1
90000,0.9993055
92000,1
94000,0.9986367
96000,0.9986365
98000,0.9986112
100000,0.9986367
102000,0.9986281
104000,0.9986112
106000,1
108000,1
110000,0.9993055
112000,0.9993055
114000,1
116000,0.9993055
118000,0.9993306
120000,0.9979755
122000,0.9993141
124000,0.9993055
126000,1
128000,0.9986019
130000,1
132000,1
134000,0.9993055
136000,0.9993141
138000,0.9979506
140000,1
142000,0.9993225
144000,1
146000,1
148000,1
150000,0.9993142
152000,0.9993055
154000,0.9993306
156000,0.9986365
158000,1
160000,0.9993225
162000,0.9993055
164000,0.9986283
166000,1
168000,1
170000,0.9986197
172000,0.9993141
174000,0.9972304
176000,0.9986282
178000,1
180000,1
182000,0.9993055
184000,1
186000,0.9993306
188000,1
190000,0.9993225
192000,0.9993141
194000,1
196000,0.9979591
198000,0.9979674
200000,0.9986283
202000,1
204000,1
206000,0.9986528
208000,0.9993055
210000,0.9986365
212000,1
214000,0.9993142
216000,0.9993142
218000,0.9993055
220000,1
222000,1
224000,0.9986773
226000,1
228000,0.9993142
230000,0.9993225
232000,0.9986197
234000,1
236000,1
238000,1
240000,1
242000,1
244000,0.9993141
246000,0.9993055
248000,1
250000,1
252000,0.9979591
254000,1
256000,1
258000,0.9993141
260000,1
262000,1
264000,0.9986365
266000,1
268000,1
270000,0.9986193
272000,0.998628
274000,0.9993055
276000,0.9993142
278000,1
280000,1
282000,0.9993141
284000,0.9993055
286000,0.9986449
288000,1
290000,0.9993055
292000,0.9986196
294000,1
296000,0.9993142
298000,1
300000,1
