steps,click_accuracy
2000,0.1314405
4000,0.8575933
6000,0.9550016
8000,0.9777904
10000,0.9844687
12000,0.991693
14000,0.997898
16000,0.9938471
18000,0.9959748
20000,0.9979583
22000,0.9965703
24000,0.9958917
26000,0.9993142
28000,0.9979504
30000,0.9945958
32000,0.9979337
34000,0.9951984
36000,0.9959177
38000,0.9946007
40000,0.9965705
42000,0.9965531
44000,0.9993055
46000,0.9979424
48000,0.9979673
50000,0.9986197
52000,0.9986019
54000,0.9986365
56000,0.995892
58000,0.9986367
60000,0.9979591
62000,0.9965951
64000,1
66000,0.9972562
68000,0.9986367
70000,0.9993142
72000,1
74000,0.9993055
76000,1
78000,0.9986281
80000,0.9986282
82000,0.9986367
84000,0.998628
86000,1
88000,0.9979074
90000,0.9972981
92000,0.9979506
94000,0.9993055
96000,0.9986449
98000,0.9979422
100000,0.9979338
102000,0.998628
104000,0.9993055
106000,0.9993055
108000,0.9993142
110000,0.9993055
112000,1
114000,0.9993306
116000,0.9986282
118000,0.997239
120000,0.9979508
122000,0.9993141
124000,0.9986197
126000,0.9986109
128000,0.9993308
130000,0.9993141
132000,0.9993055
134000,1
136000,1
138000,1
140000,0.9993141
142000,1
144000,0.9986449
146000,1
148000,0.9993141
150000,0.9972563
152000,0.9993141
154000,0.9979589
156000,0.9993141
158000,0.9993225
160000,0.998628
162000,0.9993055
164000,1
166000,0.9986281
168000,0.9993055
170000,1
172000,0.9993141
174000,1
176000,0.9979339
178000,1
180000,0.9986449
182000,0.9993225
184000,0.9993055
186000,0.9986449
188000,1
190000,0.9993141
192000,0.9972479
194000,1
196000,0.9979591
198000,0.9993055
200000,0.9979249
202000,0.9993055
204000,1
206000,0.9986532
208000,0.9979424
210000,1
212000,1
214000,1
216000,0.9973061
218000,1
220000,0.9986283
222000,1
224000,0.9993141
226000,0.9993225
228000,0.9993055
230000,0.9993055
232000,0.9993055
234000,1
236000,0.9979756
238000,0.9993055
240000,0.9993141
242000,1
244000,0.9993055
246000,0.9979504
248000,1
250000,0.9993142
252000,0.9972979
254000,0.9993308
256000,1
258000,0.998611
260000,1
262000,0.9986196
264000,1
266000,1
268000,1
270000,0.9993306
272000,1
274000,1
276000,0.9993142
278000,0.9993055
280000,0.9992968
282000,1
284000,0.9993225
286000,0.9993141
288000,1
290000,1
292000,0.9993225
294000,1
296000,0.9993142
298000,1
300000,1
