steps,click_accuracy
2000,0.08627796
4000,0.7889613
6000,0.9374865
8000,0.9808013
10000,0.9693177
12000,0.9844278
14000,0.9909946
16000,0.994571
18000,0.9924678
20000,0.9944672
22000,0.9958655
24000,0.9945288
26000,0.9938602
28000,0.9986192
30000,0.9986282
32000,0.9993142
34000,0.997281
36000,0.9986103
38000,0.9979591
40000,0.9972559
42000,0.9986448
44000,1
46000,1
48000,1
50000,0.9972553
52000,0.9986449
54000,0.9993225
56000,0.9979508
58000,0.9993055
60000,1
62000,0.9986197
64000,0.9993141
66000,0.9993225
68000,0.9986197
70000,0.9993142
72000,0.9993055
74000,0.9966125
76000,0.9993142
78000,0.9965703
80000,0.9993142
82000,0.9986023
84000,0.997264
86000,0.9986197
88000,0.998628
90000,0.9993142
92000,0.9986367
94000,0.9972212
96000,0.9993308
98000,0.9993055
100000,1
102000,0.9993141
104000,0.9986367
106000,0.9965263
108000,0.9993225
110000,0.9993141
112000,0.9959011
114000,1
116000,1
118000,0.99666
120000,0.9986447
122000,1
124000,0.9993141
126000,1
128000,0.9986613
130000,0.9986362
132000,0.9979252
134000,0.9965703
136000,0.9986196
138000,0.9986367
140000,1
142000,0.9993055
144000,0.9993225
146000,0.9993141
148000,0.9986613
150000,0.9972565
152000,1
154000,0.9993055
156000,0.9986282
158000,0.9973063
160000,0.9965785
162000,0.9972732
164000,0.9993055
166000,0.9986283
168000,1
170000,0.9972477
172000,0.9993055
174000,0.9979591
176000,0.9986283
178000,0.9993141
180000,0.9972979
182000,0.9986112
184000,0.997239
186000,0.9979752
188000,0.9965621
190000,0.9986023
192000,0.9993141
194000,0.9986613
196000,0.9972479
198000,0.9992968
200000,1
202000,0.9972394
204000,0.9992968
206000,0.9979417
208000,1
210000,1
212000,0.9993142
214000,1
216000,0.9986112
218000,0.9979422
220000,0.9986193
222000,0.9986112
224000,0.9993141
226000,1
228000,1
230000,0.9972478
232000,0.9986193
234000,0.9986108
236000,1
238000,0.9979508
240000,1
242000,0.9986281
244000,1
246000,0.9993142
248000,1
250000,1
252000,0.9986282
254000,0.9993141
256000,0.9993142
258000,0.9986532
260000,1
262000,1
264000,0.9993142
266000,0.9979838
268000,1
270000,0.9973226
272000,1
274000,1
276000,1
278000,1
280000,0.9979591
282000,1
284000,1
286000,0.9958333
288000,0.9992968
290000,0.9986023
292000,0.9993225
294000,1
296000,0.9953542
298000,0.9979507
300000,0.9993225
