steps,click_accuracy
2000,0.02824968
4000,0.08756465
6000,0.06481159
8000,0.09462954
10000,0.08821059
12000,0.1942291
14000,0.6403512
16000,0.8031639
18000,0.8792115
20000,0.9374685
22000,0.9612195
24000,0.9694189
26000,0.96985
28000,0.9570926
30000,0.9430399
32000,0.9619308
34000,0.96785
36000,0.9818085
38000,0.9858658
40000,0.9782618
42000,0.934671
44000,0.8975102
46000,0.9173872
48000,0.9217802
50000,0.9187645
52000,0.9086804
54000,0.9347581
56000,0.9485641
58000,0.9282737
60000,0.9756208
62000,0.9811537
64000,0.9851423
66000,0.9778144
68000,0.9558945
70000,0.9686099
72000,0.9675806
74000,0.9752651
76000,0.9672996
78000,0.943769
80000,0.9629117
82000,0.9706088
84000,0.968972
86000,0.9670207
88000,0.9600803
90000,0.9850214
92000,0.9742086
94000,0.9030513
96000,0.8679172
98000,0.8983466
100000,0.9540002
102000,0.9641166
104000,0.9503592
106000,0.9344406
108000,0.9826347
110000,0.9904641
112000,0.9979838
114000,0.9952071
116000,0.9986109
118000,0.9959176
120000,0.9972212
122000,0.9993055
124000,0.9993142
126000,0.9979756
128000,0.9958672
130000,1
132000,0.9979587
134000,0.9972882
136000,0.9979165
138000,0.9986367
140000,0.9986449
142000,0.995129
144000,0.9911501
146000,0.9917424
148000,0.9898354
150000,0.987013
152000,0.9952981
154000,0.9972898
156000,0.9979503
158000,0.9952716
160000,0.9952319
162000,0.9912055
164000,0.9917342
166000,0.9871501
168000,0.9885612
170000,0.9904217
172000,0.991141
174000,0.988422
176000,0.9966195
178000,0.9917769
180000,0.9951724
182000,0.9945961
184000,0.9945293
186000,0.9966204
188000,0.9965441
190000,0.9979073
192000,0.9952149
194000,0.9979158
196000,0.9965531
198000,0.993256
200000,0.9959182
202000,0.995224
204000,0.9931743
206000,0.9944581
208000,0.9993141
210000,0.9972475
212000,0.9952399
214000,0.9965956
216000,1
218000,0.99733
220000,0.9951559
222000,0.9993142
224000,0.9972721
226000,0.9993225
228000,0.997273
230000,0.9993225
232000,0.997239
234000,0.9979334
236000,0.9972565
238000,0.9979591
240000,0.9958758
242000,0.9979337
244000,0.9979423
246000,0.9979165
248000,0.9945701
250000,0.9972477
252000,0.9979673
254000,0.9993225
256000,0.9979506
258000,0.9965788
260000,0.9972477
262000,0.9979507
264000,0.9986197
266000,0.9986532
268000,0.9992968
270000,0.9972644
272000,0.9986282
274000,0.9945037
276000,0.9931571
278000,0.9966123
280000,0.9938431
282000,0.995909
284000,0.9945203
286000,0.9965873
288000,1
290000,0.9951981
292000,0.9959183
294000,0.9972732
296000,1
298000,0.9979591
300000,0.9979581
