steps,click_accuracy
2000,0.03730588
4000,0.06292541
6000,0.1057182
8000,0.2243081
10000,0.426004
12000,0.6243016
14000,0.7132478
16000,0.7676356
18000,0.8830037
20000,0.8239953
22000,0.9167097
24000,0.9420453
26000,0.950062
28000,0.9416726
30000,0.9230722
32000,0.9531037
34000,0.9189258
36000,0.9580205
38000,0.931413
40000,0.953912
42000,0.9783299
44000,0.9880177
46000,0.9931397
48000,0.9957955
50000,0.99613
52000,0.9991949
54000,0.9978714
56000,0.9963999
58000,0.9950364
60000,0.995625
62000,0.9941182
64000,0.9958456
66000,0.9923293
68000,0.9985936
70000,0.9827936
72000,0.9866638
74000,0.9980392
76000,0.9973319
78000,0.9970616
80000,0.9978892
82000,0.9943736
84000,0.9948593
86000,0.9887934
88000,0.9969263
90000,0.9954906
92000,0.9898148
94000,0.9953496
96000,0.9986449
98000,0.9924081
100000,0.9933108
102000,0.9955856
104000,0.9927065
106000,0.997709
108000,0.9986274
110000,0.9993386
112000,0.9959388
114000,0.9973392
116000,0.9992492
118000,0.9935991
120000,0.9977875
122000,0.994535
124000,0.9938825
126000,0.9950484
128000,0.996101
130000,0.9966755
132000,0.990727
134000,0.9930027
136000,0.9899377
138000,0.9931741
140000,0.9954327
142000,0.9932718
144000,0.9832213
146000,0.9897927
148000,0.9954191
150000,0.9917881
152000,0.9945406
154000,0.9979061
156000,0.9943779
158000,0.9966206
160000,0.9972001
162000,0.9939586
164000,0.9943831
166000,0.9957557
168000,0.9959462
170000,0.9940652
172000,0.9898864
174000,0.9978909
176000,0.9914598
178000,0.9899705
180000,0.9944839
182000,0.9979591
184000,0.9969832
186000,0.9970868
188000,0.9988234
190000,0.9965349
192000,0.9972864
194000,0.9950044
196000,0.9944974
198000,0.9979417
200000,0.998557
202000,0.9936689
204000,0.9931716
206000,0.9976715
208000,0.9952447
210000,0.9993055
212000,0.994123
214000,0.9937059
216000,0.997129
218000,0.9986742
220000,0.9945636
222000,0.9947417
224000,0.9955244
226000,0.9956662
228000,0.9971693
230000,0.9954547
232000,0.9971443
234000,1
236000,0.9980208
238000,0.996553
240000,0.995979
242000,0.9984985
244000,0.997932
246000,0.998106
248000,0.9993306
250000,0.9986362
252000,0.9961845
254000,0.9880797
256000,0.9928477
258000,0.9964228
260000,0.9993615
262000,0.9985086
264000,0.9979522
266000,1
268000,0.9937344
270000,0.9985474
272000,0.9961007
274000,0.9930451
276000,0.9959977
278000,0.9958239
280000,0.9959984
282000,0.992276
284000,0.9987151
286000,0.992797
288000,0.9958568
290000,0.9972972
292000,0.9951789
294000,0.9930529
296000,0.9972621
298000,0.9964807
300000,0.9986911
