steps,click_accuracy
2000,0.0371571
4000,0.05037549
6000,0.09102491
8000,0.2305977
10000,0.3715299
12000,0.572725
14000,0.7193969
16000,0.7668207
18000,0.8324751
20000,0.8488448
22000,0.8343443
24000,0.8649914
26000,0.8662603
28000,0.8517536
30000,0.9070241
32000,0.9230044
34000,0.8635144
36000,0.8854373
38000,0.93833
40000,0.935104
42000,0.9416006
44000,0.9598925
46000,0.9873795
48000,0.9683943
50000,0.9769035
52000,0.9928162
54000,0.9968976
56000,0.9993142
58000,0.9948913
60000,0.9993141
62000,0.999183
64000,0.9953601
66000,0.9967683
68000,0.9936435
70000,0.9984347
72000,0.999409
74000,0.998557
76000,0.9972384
78000,0.9971871
80000,0.9978063
82000,0.9965529
84000,0.9937314
86000,0.9977041
88000,0.9979146
90000,0.9978165
92000,0.9977361
94000,0.9976749
96000,0.9978887
98000,0.9986109
100000,0.9861345
102000,0.9986742
104000,0.9957367
106000,0.9971231
108000,0.9993055
110000,0.9938204
112000,0.9932039
114000,0.9977882
116000,0.9979464
118000,0.9967199
120000,0.9945523
122000,0.9973823
124000,0.9992967
126000,0.9958066
128000,0.9961845
130000,0.9985752
132000,0.995677
134000,0.9987208
136000,0.995033
138000,0.9924958
140000,0.999239
142000,0.9980392
144000,1
146000,0.9892889
148000,0.9955181
150000,0.9985856
152000,0.9972882
154000,0.9951194
156000,0.994567
158000,0.9948109
160000,0.9963512
162000,0.995805
164000,0.9971857
166000,0.9956948
168000,0.9958394
170000,0.9973177
172000,0.9972768
174000,0.9952758
176000,0.9940097
178000,0.9980639
180000,0.9957623
182000,0.9970462
184000,0.9936087
186000,0.9944131
188000,0.9993055
190000,0.9938076
192000,0.9958392
194000,0.9972193
196000,0.9972417
198000,0.9977767
200000,0.9974083
202000,0.997094
204000,0.9930381
206000,0.9932059
208000,0.9980078
210000,0.9965661
212000,0.9958903
214000,0.9958556
216000,0.9947164
218000,0.996201
220000,0.9979591
222000,0.9964349
224000,0.9961932
226000,0.9952185
228000,0.9951004
230000,0.995833
232000,0.9930887
234000,0.9978842
236000,0.9973545
238000,0.9966097
240000,0.998692
242000,0.9979362
244000,0.9943961
246000,0.9949853
248000,0.996136
250000,0.9951009
252000,0.9953558
254000,0.993799
256000,0.996556
258000,0.9965124
260000,0.9915855
262000,0.9965528
264000,0.997243
266000,0.993959
268000,0.9949251
270000,0.9978845
272000,0.9974359
274000,0.9979157
276000,0.9966721
278000,0.9958965
280000,0.9952527
282000,0.9957635
284000,0.9978307
286000,0.9959859
288000,0.9934291
290000,0.9959421
292000,0.9971156
294000,0.995832
296000,0.9971015
298000,0.9956595
300000,0.9970813
