steps,click_accuracy
2000,0.0346978
4000,0.05629165
6000,0.08752982
8000,0.2084476
10000,0.3745678
12000,0.5618593
14000,0.6584943
16000,0.7800544
18000,0.6941418
20000,0.7915677
22000,0.811786
24000,0.8620283
26000,0.8962507
28000,0.9295667
30000,0.9042577
32000,0.9210949
34000,0.9017571
36000,0.8825038
38000,0.8848885
40000,0.9037321
42000,0.9230596
44000,0.872863
46000,0.884143
48000,0.9024477
50000,0.9080808
52000,0.9466558
54000,0.923799
56000,0.9538615
58000,0.9457203
60000,0.9385073
62000,0.9289343
64000,0.9625623
66000,0.96494
68000,0.9778287
70000,0.9796628
72000,0.9934461
74000,0.9817331
76000,0.9872146
78000,0.989538
80000,0.9893841
82000,0.9770479
84000,0.9886233
86000,0.9857355
88000,0.9876074
90000,0.985301
92000,0.9813332
94000,0.991873
96000,0.9893291
98000,0.9944952
100000,0.9970589
102000,0.9828886
104000,0.9977966
106000,0.9978896
108000,0.9895594
110000,0.9920776
112000,0.9985648
114000,0.9992492
116000,0.9971413
118000,0.9985206
120000,0.9978955
122000,0.9961389
124000,0.9977425
126000,0.9949961
128000,0.9909717
130000,0.9984367
132000,0.999239
134000,0.9985633
136000,0.9985845
138000,0.9979998
140000,0.9992492
142000,0.9907541
144000,0.9992967
146000,1
148000,0.9992691
150000,0.9973122
152000,0.9945
154000,1
156000,0.9993386
158000,0.9985139
160000,0.9957653
162000,0.9953507
164000,0.9972864
166000,0.9966019
168000,0.9964311
170000,0.9964767
172000,0.9985339
174000,0.9986814
176000,0.9977895
178000,0.9966394
180000,0.9964973
182000,0.9964635
184000,0.9958346
186000,0.995718
188000,0.999239
190000,0.9986354
192000,0.9954387
194000,0.9973545
196000,0.9945855
198000,0.9964013
200000,0.995562
202000,0.9964898
204000,0.9993225
206000,0.995177
208000,0.9984971
210000,0.9974744
212000,0.9959552
214000,0.9985633
216000,0.9994026
218000,0.9972861
220000,0.9986207
222000,0.9992968
224000,0.9943816
226000,0.9978247
228000,0.9984453
230000,0.9940003
232000,0.9972901
234000,0.9993687
236000,0.9973515
238000,0.9949943
240000,0.9960607
242000,0.9966891
244000,0.9958252
246000,0.9993306
248000,0.9992284
250000,0.9993225
252000,0.991091
254000,0.9992063
256000,0.9980013
258000,0.989741
260000,0.9955796
262000,0.9956205
264000,0.9976526
266000,0.9945484
268000,0.9979153
270000,0.9993386
272000,0.9957892
274000,0.9971672
276000,0.9980916
278000,0.9971681
280000,0.9981235
282000,0.9971959
284000,0.9971557
286000,0.998545
288000,0.9956462
290000,0.9980244
292000,0.9965649
294000,0.9971458
296000,0.9971496
298000,0.9971852
300000,0.9979556
