steps,click_accuracy
2000,0.037596
4000,0.0578429
6000,0.1038043
8000,0.1850131
10000,0.3732205
12000,0.5778401
14000,0.7661488
16000,0.784053
18000,0.8152348
20000,0.7816783
22000,0.8227713
24000,0.8858775
26000,0.844067
28000,0.9033223
30000,0.8604472
32000,0.8417401
34000,0.8861595
36000,0.8971735
38000,0.8992927
40000,0.9069434
42000,0.9149964
44000,0.9223664
46000,0.9553908
48000,0.9535102
50000,0.9489245
52000,0.9322923
54000,0.945626
56000,0.9512505
58000,0.960356
60000,0.9462494
62000,0.9866146
64000,0.9321374
66000,0.9801224
68000,0.9742384
70000,0.9889758
72000,0.9867038
74000,0.9954879
76000,0.9887875
78000,0.9971373
80000,0.9848849
82000,0.9926139
84000,0.99628
86000,0.9993386
88000,0.9993225
90000,0.9908729
92000,0.9928248
94000,0.9913591
96000,0.9869777
98000,0.9938848
100000,0.9847742
102000,0.9943907
104000,0.996543
106000,0.9873044
108000,0.9901485
110000,0.9862415
112000,0.9915213
114000,0.9937691
116000,0.993103
118000,0.9972465
120000,0.9954202
122000,0.9887865
124000,0.990054
126000,0.9871199
128000,0.9973643
130000,0.9965308
132000,0.995106
134000,0.997965
136000,0.9946094
138000,0.9964431
140000,0.9973266
142000,0.9963672
144000,0.9977477
146000,0.9950145
148000,0.9987037
150000,0.9986112
152000,0.9973748
154000,0.9972688
156000,0.9987373
158000,0.9953439
160000,0.997182
162000,0.9987373
164000,0.9959333
166000,0.9980028
168000,0.9966022
170000,0.9984567
172000,0.9925147
174000,0.9928434
176000,0.9979141
178000,0.9958773
180000,0.9939649
182000,0.991863
184000,0.996073
186000,0.9951479
188000,0.9957952
190000,0.9967756
192000,0.9971859
194000,0.9973093
196000,0.9922814
198000,0.9957593
200000,0.9977813
202000,0.9986746
204000,0.9927593
206000,0.9908912
208000,0.9937757
210000,0.9893357
212000,0.9943924
214000,0.997128
216000,0.9944201
218000,0.9949146
220000,0.9965993
222000,0.9978426
224000,0.9959877
226000,0.9971893
228000,0.99608
230000,0.9962868
232000,0.9969189
234000,0.9959394
236000,0.997721
238000,0.9912094
240000,0.9938883
242000,0.9971468
244000,0.9964916
246000,0.9993615
248000,0.9965421
250000,0.9957625
252000,0.9954953
254000,0.9959803
256000,0.9970891
258000,0.9952801
260000,0.9966235
262000,0.995405
264000,0.9937375
266000,0.9953225
268000,0.9954726
270000,0.9945644
272000,0.9933736
274000,0.9975131
276000,0.9945757
278000,0.9908784
280000,0.9986033
282000,0.9965804
284000,0.9975071
286000,0.9960003
288000,0.993848
290000,0.9944885
292000,0.9945447
294000,0.9965244
296000,0.9993758
298000,0.9928828
300000,0.9936993
