steps,click_accuracy
2000,0.04144949
4000,0.0598622
6000,0.1146814
8000,0.2069375
10000,0.5242932
12000,0.6972348
14000,0.7022668
16000,0.7918395
18000,0.7844017
20000,0.8241008
22000,0.7979448
24000,0.8314865
26000,0.8096362
28000,0.8814656
30000,0.9410821
32000,0.9202893
34000,0.9523336
36000,0.9325522
38000,0.9626105
40000,0.9742627
42000,0.9580743
44000,0.9771395
46000,0.9601503
48000,0.9765632
50000,0.9896946
52000,0.9897349
54000,0.9866453
56000,0.9810486
58000,0.9902759
60000,0.989206
62000,0.9936174
64000,0.9965168
66000,0.9943991
68000,0.9949755
70000,0.9925573
72000,0.9936275
74000,0.9959555
76000,0.9902644
78000,0.9959624
80000,0.9937815
82000,0.9926082
84000,0.989495
86000,0.9844509
88000,0.9878236
90000,0.9786482
92000,0.9849791
94000,0.9905533
96000,0.9940421
98000,0.9915285
100000,0.9936804
102000,0.9938308
104000,0.988948
106000,0.9945558
108000,0.9865161
110000,0.9923228
112000,0.9742067
114000,0.9926792
116000,0.9949649
118000,0.9880627
120000,0.9925225
122000,0.9956025
124000,0.9864175
126000,0.9957007
128000,0.9917893
130000,0.9906544
132000,0.9941238
134000,0.9956879
136000,0.9928831
138000,0.9940177
140000,0.991616
142000,0.9954523
144000,0.9895903
146000,0.9941071
148000,0.9952515
150000,0.9978592
152000,0.9907416
154000,0.9953144
156000,0.9941559
158000,0.9947853
160000,0.9939161
162000,0.9905106
164000,0.9956105
166000,0.9956431
168000,0.995896
170000,0.9930384
172000,0.9943464
174000,0.9959147
176000,0.9964744
178000,0.9951738
180000,0.9951745
182000,0.9921303
184000,0.9961216
186000,0.993574
188000,0.9926661
190000,0.9968289
192000,0.9872786
194000,0.9928367
196000,0.993813
198000,0.993773
200000,0.9939578
202000,0.9918638
204000,0.9909692
206000,0.9928864
208000,0.9925508
210000,0.9930127
212000,0.9938962
214000,0.990959
216000,0.9903321
218000,0.9864264
220000,0.9855552
222000,0.9904506
224000,0.9956871
226000,0.9961013
228000,0.9950969
230000,0.9958157
232000,0.9962569
234000,0.9898021
236000,0.9877307
238000,0.9934496
240000,0.9957213
242000,0.9943169
244000,0.9933232
246000,0.9910472
248000,0.9927266
250000,0.9939114
252000,0.9951158
254000,0.9963722
256000,0.9912952
258000,0.9944049
260000,0.986202
262000,0.9915273
264000,0.9979443
266000,0.9966315
268000,0.992006
270000,0.9931471
272000,0.9931951
274000,0.9944465
276000,0.9959139
278000,0.9873568
280000,0.990442
282000,0.9905918
284000,0.9928023
286000,0.9966196
288000,0.9882803
290000,0.9926207
292000,0.9947894
294000,0.9941062
296000,0.9903414
298000,0.9906758
300000,0.9923732
