steps,click_accuracy
2000,0.03672316
4000,0.06483521
6000,0.142025
8000,0.2808254
10000,0.5310413
12000,0.763713
14000,0.7846706
16000,0.8085417
18000,0.8591686
20000,0.8718333
22000,0.813394
24000,0.8651652
26000,0.9317281
28000,0.9633788
30000,0.9219511
32000,0.9568905
34000,0.964124
36000,0.9622367
38000,0.9913083
40000,0.9777405
42000,0.97247
44000,0.9896222
46000,0.993185
48000,0.9853096
50000,0.9961608
52000,0.9992063
54000,0.9971432
56000,0.9992284
58000,0.9979436
60000,1
62000,0.996465
64000,0.9992593
66000,0.998547
68000,0.997907
70000,0.999239
72000,0.9978447
74000,0.9911277
76000,0.9892991
78000,0.9931381
80000,0.9943507
82000,0.993953
84000,0.9974232
86000,0.9980469
88000,1
90000,0.9937582
92000,0.9936856
94000,0.9896683
96000,0.997356
98000,0.9967635
100000,0.9928574
102000,0.9874732
104000,0.9937285
106000,0.9979581
108000,0.995306
110000,0.9946188
112000,0.9961158
114000,0.9965283
116000,0.9949926
118000,0.9877352
120000,0.9964929
122000,0.9957473
124000,0.9959587
126000,0.995856
128000,0.9980285
130000,0.9970624
132000,0.9964169
134000,0.9899989
136000,0.9933584
138000,0.9973357
140000,0.9946887
142000,0.994531
144000,0.9951193
146000,0.9923609
148000,0.9986921
150000,0.9945153
152000,0.9932277
154000,0.9945562
156000,0.9950241
158000,0.9933075
160000,0.9960097
162000,0.9943395
164000,0.9958206
166000,0.995769
168000,0.9959182
170000,0.9951225
172000,0.9952196
174000,0.995815
176000,0.9937949
178000,0.9977134
180000,0.9946656
182000,0.9973873
184000,0.9925893
186000,0.996721
188000,0.9944986
190000,0.9961079
192000,0.997803
194000,0.9986449
196000,0.9950548
198000,0.9942536
200000,0.9980314
202000,0.9953353
204000,0.994147
206000,0.9900191
208000,0.9956839
210000,0.9952567
212000,0.9958158
214000,0.9927236
216000,0.9929163
218000,0.997354
220000,0.9957991
222000,0.9951156
224000,0.9978218
226000,0.9944686
228000,0.9950687
230000,0.9899402
232000,0.9960089
234000,0.9952614
236000,0.9950049
238000,0.9971496
240000,0.9944457
242000,0.9937751
244000,0.9951587
246000,0.9934977
248000,0.9913768
250000,0.9942206
252000,0.9949582
254000,0.9967954
256000,0.9959168
258000,0.995679
260000,0.9938253
262000,0.9939249
264000,0.9910778
266000,0.9966905
268000,0.997898
270000,0.9950917
272000,0.9944829
274000,0.9957888
276000,0.9946063
278000,0.9960149
280000,0.9986264
282000,0.9933011
284000,0.9945877
286000,0.9944071
288000,0.9959581
290000,0.9946826
292000,0.9922872
294000,0.992965
296000,0.9965934
298000,0.9919765
300000,0.9965093
