steps,click_accuracy
2000,0.03750022
4000,0.06139292
6000,0.1023174
8000,0.1713179
10000,0.4228982
12000,0.5298733
14000,0.7465934
16000,0.7098433
18000,0.8662914
20000,0.9043851
22000,0.9043093
24000,0.9576269
26000,0.9624711
28000,0.9720204
30000,0.9371755
32000,0.9727088
34000,0.976599
36000,0.9715244
38000,0.9666378
40000,0.9858477
42000,0.9836093
44000,0.9516818
46000,0.9879034
48000,0.9901905
50000,0.9713715
52000,0.9803318
54000,0.9895408
56000,0.9860344
58000,0.9871595
60000,0.9883462
62000,0.9852983
64000,0.9766956
66000,0.9926334
68000,0.993839
70000,0.9907781
72000,0.9969174
74000,0.9972734
76000,0.9909444
78000,0.9971716
80000,0.9972338
82000,0.9935773
84000,0.9940773
86000,0.9875529
88000,0.9879043
90000,0.9866827
92000,0.9921365
94000,0.99274
96000,0.9806033
98000,0.9882475
100000,0.9889261
102000,0.9971932
104000,0.9927527
106000,0.9958491
108000,0.9875758
110000,0.99078
112000,0.9975561
114000,0.9889131
116000,0.9957541
118000,0.9925154
120000,0.9953887
122000,0.9889125
124000,0.9953544
126000,0.9930212
128000,0.9960874
130000,0.9926769
132000,0.9938058
134000,0.9945052
136000,0.9973559
138000,0.9922957
140000,0.9954474
142000,0.9957989
144000,0.9944736
146000,0.9950886
148000,0.9944395
150000,0.9854885
152000,0.9940179
154000,0.9840186
156000,0.9946712
158000,0.9935529
160000,0.9902824
162000,0.9836844
164000,0.9919478
166000,0.9901772
168000,0.9871961
170000,0.9919577
172000,0.9939048
174000,0.989648
176000,0.9931593
178000,0.9944327
180000,0.9904401
182000,0.9949649
184000,0.9924291
186000,0.9936191
188000,0.9944193
190000,0.9899762
192000,0.9947916
194000,0.9924946
196000,0.9909843
198000,0.9946218
200000,0.9936229
202000,0.9912519
204000,0.9927614
206000,0.9929702
208000,0.9949985
210000,0.9925687
212000,0.9958155
214000,0.9966394
216000,0.9939101
218000,0.9904504
220000,0.9953619
222000,0.9965728
224000,0.9923337
226000,0.9882182
228000,0.9929909
230000,0.9964864
232000,0.9957308
234000,0.9904141
236000,0.99408
238000,0.9946311
240000,0.9935821
242000,0.9967286
244000,0.9946292
246000,0.9931893
248000,0.9973586
250000,0.9926363
252000,0.9925484
254000,0.9948936
256000,0.9949706
258000,0.994541
260000,0.9931037
262000,0.9916551
264000,0.9946529
266000,0.9915593
268000,0.9918352
270000,0.9946677
272000,0.9911578
274000,0.9940084
276000,0.994007
278000,0.9922345
280000,0.9941579
282000,0.9957591
284000,0.989383
286000,0.9963555
288000,0.9937806
290000,0.9937358
292000,0.9965286
294000,0.9952692
296000,0.9947282
298000,0.9952692
300000,0.9903724
