steps,click_accuracy
2000,0.07199293
4000,0.2639537
6000,0.5080448
8000,0.5864145
10000,0.4166667
12000,0.2685185
14000,0.1527778
16000,0.07777777
18000,0.05555556
20000,0
22000,0.02777778
24000,0.05555556
26000,0.25
28000,0.08333334
30000,0.1388889
32000,0.08333334
34000,0.1583333
36000,0
38000,0
40000,0.1111111
42000,0.03888889
44000,0.05555556
46000,0
48000,0.05555556
50000,0.125
52000,0.1111111
54000,0
56000,0.05555556
58000,0.2592593
60000,0.1111111
62000,0.4537037
64000,0.7146164
66000,0.6289861
68000,0.6016692
70000,0.6128924
72000,0.6560825
74000,0.7123361
76000,0.7056506
78000,0.7563596
80000,0.7336288
82000,0.7762372
84000,0.7530918
86000,0.765982
88000,0.8109336
90000,0.8669631
92000,0.8611746
94000,0.8689972
96000,0.872643
98000,0.8627093
100000,0.8971305
102000,0.8970678
104000,0.9120403
106000,0.9306278
108000,0.9225288
110000,0.922187
112000,0.9479423
114000,0.9589397
116000,0.9637484
118000,0.9699331
120000,0.959111
122000,0.9725368
124000,0.9648963
126000,0.9660209
128000,0.9680841
130000,0.9781757
132000,0.9852484
134000,0.9769349
136000,0.977163
138000,0.9767287
140000,0.9858723
142000,0.975107
144000,0.9894243
146000,0.9794
148000,0.9820611
150000,0.9819257
152000,0.9807622
154000,0.9916489
156000,0.9893664
158000,0.9838469
160000,0.9900104
162000,0.9862294
164000,0.9892902
166000,0.9873418
168000,0.9910012
170000,0.9879038
172000,0.996525
174000,0.990875
176000,0.9915935
178000,0.9870555
180000,0.9950339
182000,0.9972202
184000,0.98882
186000,0.9916608
188000,0.9906012
190000,0.9965748
192000,0.9949023
194000,0.992475
196000,0.9956347
198000,0.9924775
200000,0.9922116
202000,0.9898964
204000,0.9897585
206000,0.9937298
208000,0.992991
210000,0.9945447
212000,0.9957417
214000,0.9931011
216000,0.9936319
218000,0.9963394
220000,0.9922818
222000,0.9945255
224000,0.9949924
226000,0.991514
228000,0.9964729
230000,0.9936702
232000,0.9902309
234000,0.9943157
236000,0.9943628
238000,0.9985633
240000,0.9958084
242000,0.9979992
244000,0.9958954
246000,0.9957337
248000,0.9958839
250000,0.9978623
252000,0.9979158
254000,0.9972384
256000,0.997916
258000,0.9952205
260000,0.9963487
262000,0.9960653
264000,0.9979074
266000,0.9965522
268000,0.9944981
270000,0.9979059
272000,0.9959115
274000,0.9957761
276000,0.9973047
278000,0.9936706
280000,0.9936262
282000,0.9964654
284000,0.9965684
286000,0.9985915
288000,0.993191
290000,0.9973409
292000,1
294000,0.9935856
296000,0.9959558
298000,0.9943864
300000,0.9986846
