steps,click_accuracy
2000,0.01167113
4000,0.1636907
6000,0.3577602
8000,0.1666667
10000,0
12000,0
14000,0
16000,0
18000,0.02777778
20000,0
22000,0
24000,0
26000,0
28000,0
30000,0
32000,0
34000,0
36000,0
38000,0
40000,0
42000,0
44000,0
46000,0
48000,0
50000,0
52000,0
54000,0
56000,0
58000,0
60000,0
62000,0
64000,0
66000,0
68000,0
70000,0
72000,0
74000,0
76000,0
78000,0
80000,0
82000,0
84000,0
86000,0
88000,0
90000,0
92000,0
94000,0
96000,0
98000,0
100000,0
102000,0
104000,0
106000,0.02777778
108000,0
110000,0
112000,0
114000,0
116000,0
118000,0
120000,0
122000,0
124000,0
126000,0
128000,0
130000,0.05555556
132000,0.06944445
134000,0.06851852
136000,0.1018519
138000,0.07407407
140000,0.05555556
142000,0
144000,0.02777778
146000,0.05555556
148000,0
150000,0.02777778
152000,0
154000,0
156000,0.0462963
158000,0.375
160000,0.2407407
162000,0.4259259
164000,0.5761905
166000,0.6268518
168000,0.6771707
170000,0.6428397
172000,0.6313131
174000,0.6441789
176000,0.7145337
178000,0.7144532
180000,0.7520497
182000,0.7555725
184000,0.7911089
186000,0.7869208
188000,0.838177
190000,0.8627351
192000,0.8464671
194000,0.8451175
196000,0.8525736
198000,0.8739321
200000,0.869739
202000,0.8905665
204000,0.8737246
206000,0.8956758
208000,0.8846284
210000,0.8830254
212000,0.9005595
214000,0.9203893
216000,0.9227639
218000,0.9111783
220000,0.9120185
222000,0.9242734
224000,0.9246371
226000,0.923632
228000,0.9172879
230000,0.9182994
232000,0.9084284
234000,0.9142997
236000,0.9057226
238000,0.9326165
240000,0.9166739
242000,0.9166861
244000,0.9166858
246000,0.9150079
248000,0.9030323
250000,0.9122756
252000,0.9107219
254000,0.9035569
256000,0.9029595
258000,0.8938596
260000,0.9181152
262000,0.9054737
264000,0.9251465
266000,0.9159052
268000,0.8967261
270000,0.8923023
272000,0.9205355
274000,0.9157945
276000,0.9240174
278000,0.9051108
280000,0.9120366
282000,0.9183453
284000,0.9171911
286000,0.9185565
288000,0.8957619
290000,0.9223629
292000,0.9272206
294000,0.9235313
296000,0.9114217
298000,0.9293081
300000,0.9105731
