steps,click_accuracy
2000,0.05758487
4000,0.1907991
6000,0.3436331
8000,0.4798429
10000,0.4851695
12000,0.5109719
14000,0.5604275
16000,0.5689738
18000,0.5746349
20000,0.6092135
22000,0.6239289
24000,0.6756602
26000,0.7326726
28000,0.7020729
30000,0.7216624
32000,0.7483025
34000,0.7672167
36000,0.740936
38000,0.7848508
40000,0.7463788
42000,0.7511171
44000,0.8039835
46000,0.7760928
48000,0.7695875
50000,0.8113054
52000,0.8228302
54000,0.8174971
56000,0.7298259
58000,0.7228706
60000,0.7557654
62000,0.7300912
64000,0.6977729
66000,0.7104936
68000,0.7490039
70000,0.7188836
72000,0.7309062
74000,0.746397
76000,0.7172825
78000,0.7120069
80000,0.7529423
82000,0.7210233
84000,0.7098091
86000,0.7105168
88000,0.7484205
90000,0.7263725
92000,0.7706823
94000,0.7389581
96000,0.7530627
98000,0.760484
100000,0.7532571
102000,0.7772799
104000,0.7859071
106000,0.7911806
108000,0.7971606
110000,0.7822959
112000,0.7870157
114000,0.8030203
116000,0.7981144
118000,0.825648
120000,0.810957
122000,0.8094177
124000,0.8062536
126000,0.7787313
128000,0.8107821
130000,0.7706323
132000,0.8114231
134000,0.8140312
136000,0.8130565
138000,0.8122466
140000,0.7925646
142000,0.8085871
144000,0.8096588
146000,0.7967709
148000,0.8220769
150000,0.8125525
152000,0.8390594
154000,0.8221956
156000,0.7923421
158000,0.8263642
160000,0.8280178
162000,0.8193145
164000,0.8398945
166000,0.8076434
168000,0.8376058
170000,0.8374935
172000,0.8232433
174000,0.8032138
176000,0.8237479
178000,0.8133376
180000,0.8108425
182000,0.8315904
184000,0.8274631
186000,0.8091123
188000,0.8225528
190000,0.8086109
192000,0.8444718
194000,0.8504622
196000,0.84509
198000,0.8447291
200000,0.8334619
202000,0.8391321
204000,0.826143
206000,0.8417282
208000,0.8207909
210000,0.8307336
212000,0.8295354
214000,0.833009
216000,0.8250024
218000,0.8257497
220000,0.8298265
222000,0.8394038
224000,0.82618
226000,0.8344608
228000,0.8675299
230000,0.8487672
232000,0.8506486
234000,0.8417302
236000,0.8508441
238000,0.8558177
240000,0.8316188
242000,0.8493974
244000,0.8478267
246000,0.8513526
248000,0.8631734
250000,0.8545461
252000,0.8626423
254000,0.8485207
256000,0.8548405
258000,0.8624141
260000,0.8703204
262000,0.8586061
264000,0.8494971
266000,0.8586915
268000,0.8595722
270000,0.853774
272000,0.843574
274000,0.85361
276000,0.8441541
278000,0.8610381
280000,0.8457074
282000,0.865219
284000,0.8336727
286000,0.850073
288000,0.8424505
290000,0.846869
292000,0.8270936
294000,0.8515059
296000,0.8590029
298000,0.848137
300000,0.8561631
