steps,click_accuracy
2000,0.06068943
4000,0.197059
6000,0.3312905
8000,0.4229463
10000,0.4987649
12000,0.534644
14000,0.589693
16000,0.6109189
18000,0.6591808
20000,0.6861203
22000,0.6879437
24000,0.7082759
26000,0.7617117
28000,0.7601256
30000,0.7633515
32000,0.7843896
34000,0.8090824
36000,0.8154799
38000,0.8097398
40000,0.8494168
42000,0.7844447
44000,0.8856463
46000,0.8984374
48000,0.8863165
50000,0.897447
52000,0.8890157
54000,0.8598594
56000,0.8553319
58000,0.8667077
60000,0.8386707
62000,0.9045265
64000,0.9359598
66000,0.9149656
68000,0.9323376
70000,0.9407219
72000,0.9283637
74000,0.9338419
76000,0.9560742
78000,0.9431909
80000,0.9226535
82000,0.9282729
84000,0.9493486
86000,0.9287206
88000,0.9061681
90000,0.9346237
92000,0.9618079
94000,0.9725783
96000,0.9714571
98000,0.9706621
100000,0.9675346
102000,0.9723068
104000,0.9721797
106000,0.9546409
108000,0.9038443
110000,0.94747
112000,0.9732243
114000,0.9779756
116000,0.9594442
118000,0.9695148
120000,0.9700147
122000,0.9517624
124000,0.9478536
126000,0.9520536
128000,0.953591
130000,0.9626403
132000,0.9781036
134000,0.9576962
136000,0.9710833
138000,0.9564328
140000,0.9658807
142000,0.9570018
144000,0.9494102
146000,0.9511607
148000,0.982487
150000,0.9863058
152000,0.9798647
154000,0.9891614
156000,0.9805394
158000,0.9670586
160000,0.9598793
162000,0.9526336
164000,0.983052
166000,0.9911998
168000,0.9917855
170000,0.9877611
172000,0.9864043
174000,0.9824544
176000,0.9865273
178000,0.9911157
180000,0.9810803
182000,0.9829934
184000,0.9898653
186000,0.9812433
188000,0.9678401
190000,0.9713563
192000,0.9722996
194000,0.970005
196000,0.9744592
198000,0.9653091
200000,0.9648923
202000,0.9614521
204000,0.9689045
206000,0.9708144
208000,0.983181
210000,0.9857021
212000,0.9871405
214000,0.9897361
216000,0.9891719
218000,0.989893
220000,0.9863902
222000,0.9938437
224000,0.9891326
226000,0.9931911
228000,0.9917426
230000,0.9838583
232000,0.9818742
234000,0.9899399
236000,0.9891412
238000,0.975796
240000,0.9785045
242000,0.9591026
244000,0.9526699
246000,0.960651
248000,0.9830246
250000,0.9851497
252000,0.9883875
254000,0.9798505
256000,0.970762
258000,0.9850822
260000,0.9745156
262000,0.981355
264000,0.9864562
266000,0.9792315
268000,0.9806384
270000,0.9809781
272000,0.9858935
274000,0.9823902
276000,0.9884307
278000,0.9865296
280000,0.9905381
282000,0.9893272
284000,0.9884056
286000,0.9877528
288000,0.985687
290000,0.9924721
292000,0.9898513
294000,0.9891665
296000,0.9911864
298000,0.9884651
300000,0.9844649
