steps,click_accuracy
2000,0.01868
4000,0.07789409
6000,0.2411591
8000,0.6734999
10000,0.7402822
12000,0.617363
14000,0.7268671
16000,0.7843766
18000,0.8395423
20000,0.9080963
22000,0.9435093
24000,0.9723106
26000,0.9756234
28000,0.9748477
30000,0.9683565
32000,0.9779095
34000,0.974432
36000,0.969543
38000,0.9423218
40000,0.9038363
42000,0.9434407
44000,0.9832482
46000,0.9685832
48000,0.9720932
50000,0.9305876
52000,0.9574194
54000,0.9140108
56000,0.9187008
58000,0.9804965
60000,0.9789689
62000,0.9786286
64000,0.9876776
66000,0.9839061
68000,0.9806292
70000,0.9818614
72000,0.9897348
74000,0.9958846
76000,0.9958232
78000,0.9830945
80000,0.973273
82000,0.9841567
84000,0.9712586
86000,0.9504937
88000,0.9693559
90000,0.9394433
92000,0.950124
94000,0.9533879
96000,0.9704427
98000,0.9578278
100000,0.960818
102000,0.968793
104000,0.9660432
106000,0.9682552
108000,0.9663195
110000,0.9719815
112000,0.9904303
114000,0.9931812
116000,0.9938179
118000,0.9958928
120000,0.9979336
122000,0.9986449
124000,0.9945363
126000,0.9925382
128000,0.9938012
130000,0.9952229
132000,0.991708
134000,0.9986613
136000,0.9986367
138000,0.9979666
140000,0.9993225
142000,0.9986109
144000,0.9972979
146000,0.9972477
148000,0.9925606
150000,0.9850097
152000,0.991819
154000,0.9979338
156000,0.9958842
158000,0.9993225
160000,1
162000,0.9993055
164000,0.9959676
166000,0.9945707
168000,0.9979835
170000,0.995224
172000,0.9931988
174000,0.9965619
176000,0.9979424
178000,0.9986362
180000,0.9972394
182000,0.9986449
184000,0.9965438
186000,0.9993306
188000,0.9986197
190000,0.9979504
192000,0.9959172
194000,0.9979335
196000,0.9958756
198000,0.9979079
200000,0.9965788
202000,0.9972394
204000,0.9925444
206000,0.992537
208000,0.9931819
210000,0.9926041
212000,0.9898368
214000,0.9931988
216000,0.995876
218000,0.9959009
220000,0.9951899
222000,0.9986193
224000,0.9871343
226000,0.9945281
228000,0.9910576
230000,0.9918507
232000,0.9804765
234000,0.9797978
236000,0.976495
238000,0.9543211
240000,0.9661469
242000,0.9690773
244000,0.9681416
246000,0.9656909
248000,0.9837743
250000,0.9871508
252000,0.9924713
254000,0.9912368
256000,0.9804413
258000,0.987818
260000,0.986463
262000,0.986481
264000,0.9870849
266000,0.9884138
268000,0.9745538
270000,0.9872657
272000,0.9898365
274000,0.9851803
276000,0.9877446
278000,0.9857183
280000,0.9845028
282000,0.9945124
284000,0.9959013
286000,0.9972559
288000,0.995224
290000,0.9993225
292000,0.9951987
294000,0.9958917
296000,0.9952066
298000,0.9973294
300000,0.9979422
