steps,click_accuracy
2000,0.04003219
4000,0.0677652
6000,0.1159354
8000,0.219904
10000,0.2352544
12000,0.4385492
14000,0.4078403
16000,0.6424711
18000,0.7656444
20000,0.7460709
22000,0.8352836
24000,0.8535779
26000,0.779067
28000,0.8414011
30000,0.8454331
32000,0.8553714
34000,0.899038
36000,0.8947278
38000,0.8855798
40000,0.8623582
42000,0.8960704
44000,0.8859397
46000,0.9036614
48000,0.9352278
50000,0.9252614
52000,0.9477043
54000,0.932307
56000,0.9398152
58000,0.9505806
60000,0.9550605
62000,0.9884312
64000,0.9588201
66000,0.9712964
68000,0.9711297
70000,0.9631083
72000,0.9666966
74000,0.966601
76000,0.9636912
78000,0.9680729
80000,0.9652417
82000,0.9702157
84000,0.9622657
86000,0.984224
88000,0.9789021
90000,0.9758844
92000,0.9804955
94000,0.981961
96000,0.9794486
98000,0.983673
100000,0.9848092
102000,0.9880666
104000,0.9876177
106000,0.9827095
108000,0.9687741
110000,0.9804766
112000,0.983639
114000,0.9816805
116000,0.9777741
118000,0.9905756
120000,0.9899559
122000,0.9873769
124000,0.9898067
126000,0.9841563
128000,0.9857799
130000,0.9940075
132000,0.9903708
134000,0.9954495
136000,0.9957714
138000,0.9944307
140000,0.9971941
142000,0.9951371
144000,0.9966042
146000,0.9939178
148000,0.9964591
150000,0.9940273
152000,0.995868
154000,0.9944935
156000,0.9879694
158000,0.9953209
160000,0.9963132
162000,0.9949856
164000,0.9940093
166000,0.9992967
168000,0.9888113
170000,0.9950955
172000,0.9971161
174000,0.9929048
176000,0.9863082
178000,0.9941192
180000,0.9891258
182000,0.9944604
184000,0.9936507
186000,0.9914125
188000,0.9868246
190000,0.9928574
192000,0.9968929
194000,0.9957838
196000,0.9909499
198000,0.9992284
200000,0.9972673
202000,0.9945368
204000,0.9928875
206000,0.9926878
208000,0.995704
210000,0.990302
212000,0.9951491
214000,0.9919629
216000,0.9959058
218000,0.9971955
220000,0.9973774
222000,0.9881557
224000,0.9931232
226000,0.99309
228000,0.9911897
230000,0.9958543
232000,0.9973037
234000,0.9972594
236000,0.9951856
238000,0.9951108
240000,0.9967151
242000,0.9953893
244000,0.992386
246000,0.9972507
248000,0.9954544
250000,0.9952167
252000,0.9914994
254000,0.9978725
256000,0.9963292
258000,0.9969277
260000,0.9987214
262000,0.9913251
264000,0.9937385
266000,0.9938046
268000,0.9927943
270000,0.9947255
272000,0.9957873
274000,0.9970638
276000,0.991899
278000,0.9957822
280000,0.9964252
282000,0.9945354
284000,0.9935654
286000,0.9971093
288000,0.9917105
290000,0.9913344
292000,0.9971958
294000,0.9969857
296000,0.9940239
298000,0.9959111
300000,0.9952338
